,text,loglikelihood
12814,nonlatin,-0.6931330706652302
12815,nongreek,-1.0985981787733947
12816,shank,-1.0985981787733947
12817,correspond,-2.602675575549669
12818,1853,-1.3862802512251755
12819,1874,-1.3862802512251755
12820,bce,-2.7725746123450663
12821,academicscholarly,-1.0985981787733947
12822,1838,-0.4054509982134493
12823,bcece,-2.3025709830993306
12824,bcad,-1.79174535933334
12825,ae,-1.79174535933334
12826,inroad,-0.6931330706652302
12827,1quite,-0.6931330706652302
12828,defacto,-1.6094238025393852
12829,standpoint,-2.484892539893285
12830,2wikipedia,-0.6931330706652302
12831,terminlogy,-0.6931330706652302
12832,rabbinic,-1.0985981787733947
12833,nonetheless,-2.740825914030486
12834,gallon,-1.79174535933334
12835,0428,-0.6931330706652302
12836,counting,-2.6390432197205436
12837,881,-0.6931330706652302
12838,9100,-0.6931330706652302
12839,wwwradixnetdglenndefscehtml,-0.6931330706652302
12840,81300,-0.6931330706652302
12841,92200,-0.6931330706652302
12842,269000,-0.6931330706652302
12843,278000,-0.6931330706652302
12844,anno,-0.6931330706652302
12845,domini,-1.0985981787733947
12846,underestimated,-1.3862802512251755
12847,explanationspelling,-0.6931330706652302
12848,occurence,-1.3862802512251755
12849,newli,-1.3862802512251755
12850,wikipedialgbt,-0.6931330706652302
12851,recruitment,-1.9458960391605982
12852,subtopic,-0.6931330706652302
12853,subsubtopic,-0.6931330706652302
12854,abundance,-2.3025709830993306
12855,closeminded,-1.0985981787733947
12856,persistence,-1.0985981787733947
12857,herd,-1.2039586944312208
12858,profeminism,-0.6931330706652302
12859,profeminist,-0.6931330706652302
12860,dnb,-1.0985981787733947
12861,mc,-1.7047339823437102
12862,1455,-1.0985981787733947
12863,jml,-0.6931330706652302
12864,halfcredit,-0.6931330706652302
12865,0053,-0.6931330706652302
12866,kana,-0.6931330706652302
12867,0154,-0.6931330706652302
12868,0749,-0.6931330706652302
12869,decius,-0.6931330706652302
12870,skopjan,-1.3862802512251755
12871,comprise,-2.3025709830993306
12872,cyrillic,-1.6094238025393852
12873,smash,-1.178640886446931
12874,opressed,-0.6931330706652302
12875,infamous,-1.79174535933334
12876,constantinople,-1.6094238025393852
12877,mehmed,-1.0985981787733947
12878,bitching,1.410989471507044e-05
12879,equivalently,-1.0985981787733947
12880,expulsion,-1.3862802512251755
12881,inhabit,-2.3025709830993306
12882,coastal,-2.564935247566822
12883,pontus,-1.0985981787733947
12884,1244,-1.3862802512251755
12885,1348,-1.0985981787733947
12886,hooooooooooooooooooooooooooo,0.6931612904546604
12887,linuxbeak,-1.0985981787733947
12888,nonnpov,-2.564935247566822
12889,organizer,-1.3862802512251755
12890,cocacola,-1.79174535933334
12891,1750,-1.3862802512251755
12892,easyjet,-0.6931330706652302
12893,1836,-1.0985981787733947
12894,yourselfwhy,-0.6931330706652302
12895,alternate,-2.995718163659276
12896,nontransgendered,-0.6931330706652302
12897,clique,-1.7047339823437102
12898,2208,0.4054792180028796
12899,locality,-1.79174535933334
12900,timeframe,-1.0985981787733947
12901,respondants,-0.6931330706652302
12902,disproporionate,-0.6931330706652302
12903,africanamericans,-0.4054509982134493
12904,2235,-0.6931330706652302
12905,absolutly,-1.178640886446931
12906,redirectin,-0.6931330706652302
12907,aisha,-1.3862802512251755
12908,initative,-0.6931330706652302
12909,geneology,-1.0985981787733947
12910,resebling,-0.6931330706652302
12911,bint,-0.6931330706652302
12912,bakr,-1.0985981787733947
12913,0137,-0.6931330706652302
12914,rowan,-1.0985981787733947
12915,atkinson,-1.0985981787733947
12916,twentyfour,-0.6931330706652302
12917,talkrowan,-0.6931330706652302
12918,dixie,-0.6931330706652302
12919,plate,-1.6739623236769563
12920,expel,-2.7725746123450663
12921,franciscan,-0.6931330706652302
12922,miroslav,-0.6931330706652302
12923,filipović,-0.6931330706652302
12924,mogadishu,-0.6931330706652302
12925,somali,-0.6931330706652302
12926,2216,-0.6931330706652302
12927,userful,-0.6931330706652302
12928,basisconsensus,-0.6931330706652302
12929,thriveenvironment,-0.6931330706652302
12930,environmental,-2.01488891064755
12931,sneakily,-0.6931330706652302
12932,0508,-0.6931330706652302
12933,epee,0.4054792180028796
12934,epeen,1.410989471507044e-05
12935,gentleman,-1.6094238025393852
12936,fufilled,-0.6931330706652302
12937,mediawiki,-1.6094238025393852
12938,renews,-0.6931330706652302
12939,renwed,-0.6931330706652302
12940,renew,-2.3025709830993306
12941,1140,-1.0985981787733947
12942,anti,-0.6466130550303374
12943,coöperative,-0.6931330706652302
12944,encyclipedia,-0.6931330706652302
12945,1324,-1.0985981787733947
12946,dong,0.4054792180028796
12947,halfwit,0.6931612904546604
12948,restate,-0.4054509982134493
12949,insipid,0.6931612904546604
12950,l0de,0.6931612904546604
12951,shell,-1.79174535933334
12952,halfman,0.6931612904546604
12953,slink,0.6931612904546604
12954,reptile,1.410989471507044e-05
12955,yearn,-0.4054509982134493
12956,untruth,-0.9162766219794399
12957,searingtong,0.6931612904546604
12958,glossectomy,-0.6931330706652302
12959,abacination,0.6931612904546604
12960,furtive,1.410989471507044e-05
12961,manaical,0.6931612904546604
12962,drool,1.3863084710146056
12963,ocdriddled,0.6931612904546604
12964,schizophrenic,1.410989471507044e-05
12965,viciously,1.410989471507044e-05
12966,pustule,0.6931612904546604
12967,skull,-0.3364581267264978
12968,pistol,-0.22312944141949465
12969,tak,0.6931612904546604
12970,205m,0.6931612904546604
12971,newfoundland,-1.3862802512251755
12972,1402,0.6931612904546604
12973,rudimentary,1.0986263985628248
12974,challenger,-0.4054509982134493
12975,codo,0.6931612904546604
12976,duello,0.6931612904546604
12977,caliber,1.410989471507044e-05
12978,semiautomatic,0.6931612904546604
12979,permissable,0.6931612904546604
12980,deck,-1.6094238025393852
12981,accomodate,0.6931612904546604
12982,twenty,-1.0985981787733947
12983,unobstructed,0.6931612904546604
12984,corridor,-0.4054509982134493
12985,inflatable,1.0986263985628248
12986,raft,1.410989471507044e-05
12987,nonmotorized,0.6931612904546604
12988,dingheys,0.6931612904546604
12989,commend,-1.6094238025393852
12990,complicates,1.410989471507044e-05
12991,atseas,0.6931612904546604
12992,perfidious,0.6931612904546604
12993,poltroon,0.6931612904546604
12994,vertabrae,0.6931612904546604
12995,nautical,0.6931612904546604
12996,forbid,-1.2992688742355458
12997,condolence,-0.4054509982134493
12998,bish,-1.6094238025393852
12999,augustan,-1.0985981787733947
13000,auggie,-0.6931330706652302
13001,graft,-1.0985981787733947
13002,drainage,-0.6931330706652302
13003,1239,-0.6931330706652302
13004,cmon,-1.0985981787733945
13005,1447,-0.6931330706652302
13006,1644,-1.79174535933334
13007,idiocy,1.410989471507044e-05
13008,moron,0.6360028766147119
13009,fuckwit,1.2527770783900831
13010,cberlet,-1.79174535933334
13011,mystify,-0.6931330706652302
13012,ps2,-0.6931330706652302
13013,1847,-1.0985981787733947
13014,sensitively,-1.3862802512251755
13015,93,-1.9458960391605982
13016,medias,-0.6931330706652302
13017,reluctance,-1.0985981787733947
13018,titular,-1.0985981787733947
13019,confident,-2.995718163659276
13020,httpwwwworldactioncoukindependenthtml,-0.6931330706652302
13021,mta,-0.4054509982134493
13022,mormonism,-1.6094238025393852
13023,heaven,-4.094330452327386
13024,411,-0.6931330706652302
13025,2301,-1.3862802512251755
13026,arril,-0.6931330706652302
13027,mudafaqir,-0.6931330706652302
13028,mosquito,-2.25127768871178
13029,autumnal,-0.6931330706652302
13030,equinox,-0.6931330706652302
13031,resurrect,-1.9458960391605982
13032,wikiclique,-1.79174535933334
13033,irate,-1.3862802512251755
13034,schoolyard,-1.3862802512251755
13035,infuriate,-1.6094238025393852
13036,vituperance,-0.6931330706652302
13037,alienate,-0.6931330706652302
13038,beta,-3.091028343463601
13039,gathering,-2.833199234161501
13040,counteract,-1.6094238025393852
13041,wikipediavillagepumpsystemicbiasinwikipedia,-0.6931330706652302
13042,aforesaid,-0.6931330706652302
13043,biasalternately,-0.6931330706652302
13044,ruckus,-1.3862802512251755
13045,predict,-2.7725746123450663
13046,morei,-0.6931330706652302
13047,fanboys,-0.6931330706652302
13048,makeup,-2.1972104674415043
13049,ardonik,-1.0985981787733947
13050,duelpost,-0.6931330706652302
13051,discussioncontention,-0.6931330706652302
13052,variation,-2.25127768871178
13053,achievable,-0.6931330706652302
13054,nonsovereign,-0.6931330706652302
13055,concurrency,-0.6931330706652302
13056,chronologically,-1.0985981787733947
13057,consecutive,-1.6094238025393852
13058,sobeit,-0.6931330706652302
13059,modicum,-1.0985981787733947
13060,xish,-1.0985981787733947
13061,nationstate,-1.0985981787733947
13062,leaderasinanexecutiveofficeholderorsimilarposition,-0.6931330706652302
13063,leaderasinrolemodel,-0.6931330706652302
13064,interim,-1.9458960391605982
13065,ambiguityi,-0.6931330706652302
13066,unambiguous,-1.0985981787733947
13067,mediawikimediapng,-0.6931330706652302
13068,mlogos,-0.6931330706652302
13069,wikipedialist,-0.6931330706652302
13070,humiliate,-1.0985981787733947
13071,trick,-2.8621867710347533
13072,therein,-2.079427431785121
13073,1311917223,-0.6931330706652302
13074,aback,-1.6094238025393852
13075,weblog,-0.6931330706652302
13076,origami,-1.0985981787733947
13077,tacked,-1.3862802512251755
13078,internode,-2.079427431785121
13079,subscriber,-0.4054509982134493
13080,broadband,-0.6931330706652302
13081,dynamically,-1.9458960391605982
13082,0014,-1.0985981787733947
13083,copright,-0.6931330706652302
13084,afanous,-1.0985981787733947
13085,copticchurch,-0.6931330706652302
13086,dogma,-3.583504828561395
13087,pre,-1.7047339823437102
13088,0106,-0.6931330706652302
13089,dinosaur,-2.079427431785121
13090,overplayed,-1.0985981787733947
13091,splash,-1.6094238025393852
13092,nevermind,-0.8754546274591849
13093,talkchiba,-0.6931330706652302
13094,japan—,-0.6931330706652302
13095,0651,-1.3862802512251755
13096,isaac,-2.3978811629036554
13097,historiographical,-1.0985981787733947
13098,stephen,-2.079427431785121
13099,“but,-0.6931330706652302
13100,‘society,-0.6931330706652302
13101,humanity’,-1.0985981787733947
13102,future”,-0.6931330706652302
13103,mercy,-1.9458960391605982
13104,sociological,-1.6094238025393852
13105,whim,-1.79174535933334
13106,economy”,-0.6931330706652302
13107,“how,-0.6931330706652302
13108,horrible”1,-0.6931330706652302
13109,dialogue,-2.708036091207495
13110,treatise,-1.3862802512251755
13111,‘march,-0.6931330706652302
13112,greatness,-1.6094238025393852
13113,seldom,-1.79174535933334
13114,essayist,-0.6931330706652302
13115,bestknown,-1.0985981787733947
13116,hail,-1.504063286881559
13117,“grand,-0.6931330706652302
13118,master”,-0.6931330706652302
13119,470,-0.6931330706652302
13120,subjects2,-0.6931330706652302
13121,publisher,-3.332190400280489
13122,houghton,-0.6931330706652302
13123,mifflin,-0.6931330706652302
13124,novelist,-1.6094238025393852
13125,humorist,-1.6094238025393852
13126,futurist,-0.6931330706652302
13127,holder,-3.8501334918153436
13128,chemistry,-2.079427431785121
13129,persona,0.6931612904546604
13130,times3,-0.6931330706652302
13131,petrovichi,-0.6931330706652302
13132,emigrate,-1.3862802512251755
13133,brooklyn,-1.2992688742355458
13134,establishment,-3.091028343463601
13135,faculty,-2.708036091207495
13136,thereafter,-1.79174535933334
13137,hiv,-0.6931330706652302
13138,bypass,-1.9458960391605982
13139,19834,-0.6931330706652302
13140,amusement”,-0.6931330706652302
13141,tuition5,-0.6931330706652302
13142,hundredth,-1.0985981787733947
13143,professes,-0.6931330706652302
13144,“incredulous,-0.6931330706652302
13145,relief”,-0.6931330706652302
13146,“primarily,-0.6931330706652302
13147,nonhistorians”,-0.6931330706652302
13148,amateur,-2.564935247566822
13149,sciencefiction,-1.3862802512251755
13150,asimov’s,-0.6931330706652302
13151,dominant,-2.5257145344135403
13152,preconception,-0.6931330706652302
13153,formation,-2.708036091207495
13154,declares,-2.079427431785121
13155,“justinian,-0.6931330706652302
13156,belisarus,-0.6931330706652302
13157,sixth,-1.6094238025393852
13158,tiberius,-0.6931330706652302
13159,sejanus,-0.6931330706652302
13160,century…”,-0.6931330706652302
13161,mind6,-0.6931330706652302
13162,“…,-1.0985981787733947
13163,past”,-0.6931330706652302
13164,speculator,-1.0985981787733947
13165,going”7,-0.6931330706652302
13166,predeterministic,-0.6931330706652302
13167,conceptualize,-0.6931330706652302
13168,materialistically,-0.6931330706652302
13169,simplistically,-0.6931330706652302
13170,ofte,-0.6931330706652302
13171,hmmi,1.410989471507044e-05
13172,farmer,-2.564935247566822
13173,broaden,-1.3862802512251755
13174,amature,-0.4054509982134493
13175,grower,-0.6931330706652302
13176,1533,-0.6931330706652302
13177,saxon,-1.6094238025393852
13178,npd,-0.6931330706652302
13179,disapprove,-1.9458960391605982
13180,oppinion,-1.6094238025393852
13181,nonwhite,1.410989471507044e-05
13182,guest,-2.3025709830993306
13183,harrassment,-1.2527488586006528
13184,restaurant,-2.079427431785121
13185,harrassed,-1.0985981787733945
13186,neonazis,-2.3025709830993306
13187,skinhead,-1.0985981787733945
13188,ss,-0.6931330706652302
13189,sächsische,-0.6931330706652302
13190,schweiz,-0.6931330706652302
13191,götz,-0.6931330706652302
13192,tolerancehumanitylove,-0.6931330706652302
13193,elucidate,-1.79174535933334
13194,islamthe,-0.6931330706652302
13195,benfits,-0.6931330706652302
13196,marriagedivorce,-0.6931330706652302
13197,divorcedivorcedivorce,-0.6931330706652302
13198,marry,-2.564935247566822
13199,fathermuhammad,-0.6931330706652302
13200,ugliest,-0.9162766219794399
13201,stoningas,-0.6931330706652302
13202,nationsbeheadinglashes,-0.6931330706652302
13203,canuntill,-0.6931330706652302
13204,childthey,-0.6931330706652302
13205,burqa,-1.0985981787733947
13206,plaster,-1.79174535933334
13207,desiresthey,-0.6931330706652302
13208,ofthen,-0.6931330706652302
13209,opportunitistscowards,-0.6931330706652302
13210,religionthis,-0.6931330706652302
13211,initiallynow,-0.6931330706652302
13212,tolerent,-1.0985981787733947
13213,convenience,-1.3862802512251755
13214,jehad,-0.6931330706652302
13215,muslimnot,-0.6931330706652302
13216,notabley,-0.6931330706652302
13217,iraniraqbalochistanpakistan,-0.6931330706652302
13218,etcthis,-0.6931330706652302
13219,ummah,-0.6931330706652302
13220,worldas,-0.6931330706652302
13221,intolerent,-0.6931330706652302
13222,chechanyapalestine,-0.6931330706652302
13223,etcas,-0.6931330706652302
13224,comeand,-0.6931330706652302
13225,multiply,-1.504063286881559
13226,numbersthanks,-0.6931330706652302
13227,marrigies,-0.6931330706652302
13228,marrigethen,-0.6931330706652302
13229,demystify,-0.6931330706652302
13230,pakis,-2.564935247566822
13231,pseudointellectual,-0.4054509982134493
13232,coup,-3.044508327828708
13233,uspoverty,-1.0985981787733947
13234,honourlike,-1.0985981787733947
13235,couragebut,-1.0985981787733947
13236,pakisas,-1.0985981787733947
13237,bleeding,-0.6931330706652302
13238,90000,-1.79174535933334
13239,omer,-0.6931330706652302
13240,paki,-0.6931330706652302
13241,jealous,-0.3566608340440173
13242,tooyes,-0.6931330706652302
13243,manif,-0.6931330706652302
13244,reunification,-0.6931330706652302
13245,pakisits,-0.6931330706652302
13246,honourthe,-0.6931330706652302
13247,worldpakis,-0.6931330706652302
13248,pu,-0.4054509982134493
13249,religionfrom,-0.6931330706652302
13250,sikhsthose,-0.6931330706652302
13251,powerdue,-0.6931330706652302
13252,confidently,-1.3862802512251755
13253,thispakis,-0.6931330706652302
13254,opportunist,-1.3862802512251755
13255,bleed,-1.3862802512251755
13256,toobut,-0.6931330706652302
13257,englishman,-2.564935247566822
13258,pakisfreedom,-0.6931330706652302
13259,theyjinnah,-0.6931330706652302
13260,planas,-0.6931330706652302
13261,satify,-1.0985981787733947
13262,grater,-0.6931330706652302
13263,powerthen,-0.6931330706652302
13264,jinnah,-1.9458960391605982
13265,blunder,-1.6094238025393852
13266,lifepakis,-0.6931330706652302
13267,balochs,-1.0985981787733947
13268,lollypops,-0.6931330706652302
13269,gwadar,-0.6931330706652302
13270,etcbut,-0.6931330706652302
13271,pak,-0.4054509982134493
13272,inevitablepakis,-0.6931330706652302
13273,pork,-0.6931330706652302
13274,boar,1.410989471507044e-05
13275,0026,-1.3862802512251755
13276,0123,1.410989471507044e-05
13277,0131,0.6931612904546604
13278,israelite,-0.6931330706652302
13279,jospeh,-0.6931330706652302
13280,brigham,-0.6931330706652302
13281,·,-5.192942740995496
13282,0645,-1.0985981787733947
13283,thorough,-2.9444248692717254
13284,polemical,-0.6931330706652302
13285,birt,-0.6931330706652302
13286,reassert,-0.6931330706652302
13287,1440,-1.0985981787733947
13288,tipon,-0.6931330706652302
13289,negates,-0.6931330706652302
13290,1752,-1.0985981787733947
13291,coincides,-1.3862802512251755
13292,noninc,-0.6931330706652302
13293,precede,-3.871186901013176
13294,gotan,-0.6931330706652302
13295,bedu,-1.0985981787733947
13296,aorths,-0.6931330706652302
13297,argiopous,-0.6931330706652302
13298,0200,-1.0985981787733947
13299,antimatter,-1.0985981787733947
13300,galloway,-0.6931330706652302
13301,oreillys,-1.3862802512251755
13302,anihilate,-1.0985981787733947
13303,0458,-1.3862802512251755
13304,harness,-1.0985981787733947
13305,indefatigability,-0.6931330706652302
13306,0947,-0.6931330706652302
13307,dependency,-0.6931330706652302
13308,0954,-1.0985981787733947
13309,forty,-0.6931330706652302
13310,iri,-1.0985981787733947
13311,irib,-0.6931330706652302
13312,0945,-1.0985981787733947
13313,swallow,-1.0985981787733945
13314,omits,-1.3862802512251755
13315,1431,-1.3862802512251755
13316,gorgonbox,-0.6931330706652302
13317,gorgon,-0.6931330706652302
13318,wwwgorgonboxcom,-0.6931330706652302
13319,viral,-0.8472837504924884
13320,bestrest,-0.6931330706652302
13321,1353,-0.6931330706652302
13322,2005utc,-0.6931330706652302
13323,ramification,-1.9458960391605982
13324,usergamalielgamaliel,-0.6931330706652302
13325,disa,-0.6931330706652302
13326,ting,-0.6931330706652302
13327,2031,-0.6931330706652302
13328,themself,-1.2992688742355458
13329,2121,-0.6931330706652302
13330,2309,-0.6931330706652302
13331,behes,-0.6931330706652302
13332,irreducible,-1.0985981787733947
13333,wellmatched,-0.6931330706652302
13334,wherein,-1.2527488586006528
13335,irreducibly,-0.6931330706652302
13336,designtheoretic,-1.3862802512251755
13337,proximal,-0.6931330706652302
13338,legitimately,-1.9458960391605982
13339,ascribed,-1.0985981787733947
13340,consequently,-2.1972104674415043
13341,whodesignedthedesigner,-1.0985981787733947
13342,symphony,-1.3862802512251755
13343,artistry,-1.0985981787733947
13344,mozart,-1.3862802512251755
13345,0138,-0.6931330706652302
13346,dolly,-1.3862802512251755
13347,parton,-0.6931330706652302
13348,readig,-0.6931330706652302
13349,foal,-0.6931330706652302
13350,2006,-2.871665514989297
13351,thankx,-0.6931330706652302
13352,csd,-2.833199234161501
13353,wikipediacriteria,-1.6094238025393852
13354,deletionproposal3b,-0.6931330706652302
13355,deletionproposal3a,-0.6931330706652302
13356,deletionproposal3c,-0.6931330706652302
13357,oppsoed,-1.0985981787733947
13358,propsal,-1.0985981787733947
13359,wpmusic,-2.3978811629036554
13360,0604,-0.6931330706652302
13361,meditate,-1.3862802512251755
13362,cumbersome,-0.6931330706652302
13363,interject,1.410989471507044e-05
13364,authenticity,-2.1972104674415043
13365,0216,-0.6931330706652302
13366,jul06,-0.6931330706652302
13367,rating,-2.3978811629036554
13368,continuity,-2.3025709830993306
13369,1507,-0.6931330706652302
13370,weiner,-2.079427431785121
13371,hermione,-0.6931330706652302
13372,eater,-1.79174535933334
13373,hagrid,-0.6931330706652302
13374,dumbledore,-1.0985981787733947
13375,1542,-1.6094238025393852
13376,wpfarc,-0.6931330706652302
13377,namecalling,-0.4699895193510203
13378,nonad,-0.6931330706652302
13379,disparage,-2.708036091207495
13380,polling,-1.3862802512251755
13381,agency,-2.564935247566822
13382,prevelance,-0.6931330706652302
13383,ged,-1.0985981787733947
13384,persno,-0.6931330706652302
13385,builtin,-0.6931330706652302
13386,1708,-1.0985981787733947
13387,invert,-1.9458960391605982
13388,hominen,-0.4054509982134493
13389,nonnotable,-2.079427431785121
13390,zap,-1.6094238025393852
13391,layman,-2.1972104674415043
13392,userlayman,-0.6931330706652302
13393,logician,-0.6931330706652302
13394,inverse,-1.79174535933334
13395,1719,-0.6931330706652302
13396,1721,-1.0985981787733947
13397,cardiologist,-0.6931330706652302
13398,urology,-0.6931330706652302
13399,1754,-0.6931330706652302
13400,freak,-0.07144485408742984
13401,pronounciation,-1.6094238025393852
13402,oregon,-1.3862802512251755
13403,louisiana,-2.602675575549669
13404,1819,-0.6931330706652302
13405,swiftly,-0.6931330706652302
13406,discussionit,-0.6931330706652302
13407,fascination,-1.6094238025393852
13408,serial,-2.6390432197205436
13409,killer,-1.5404309310524338
13410,disturbingnot,-0.6931330706652302
13411,disturbed,-0.8472837504924884
13412,demented,-1.3862802512251755
13413,individualsthe,-0.6931330706652302
13414,booksa,-0.6931330706652302
13415,manpresumably,-0.6931330706652302
13416,morbid,-0.4054509982134493
13417,rapacious,-0.6931330706652302
13418,appetiteis,-0.6931330706652302
13419,humanityperhaps,-0.6931330706652302
13420,gacybundy,-0.6931330706652302
13421,respectthey,-0.6931330706652302
13422,1951,-2.1972104674415043
13423,2018,-0.6931330706652302
13424,potter,-2.01488891064755
13425,lurk,-1.0985981787733947
13426,shadow,-2.7725746123450663
13427,16th,-1.2527488586006528
13428,2103,-1.0985981787733947
13429,accidental,-0.980815143117011
13430,laguage,1.410989471507044e-05
13431,2131,-0.6931330706652302
13432,2132,0.6931612904546604
13433,blatantly,-1.8325673538535951
13434,derogatory,-1.8971058749911662
13435,generalisation,-0.6931330706652302
13436,teessides,-0.6931330706652302
13437,culpable,-1.0985981787733947
13438,readdress,-0.6931330706652302
13439,sympathetic,-2.564935247566822
13440,befits,-0.6931330706652302
13441,schoolers,-1.0985981787733947
13442,fansites,-1.0985981787733947
13443,flavor,-1.7047339823437102
13444,claynation,-0.6931330706652302
13445,clayaikenkids,-0.6931330706652302
13446,irresponsibly,-0.6931330706652302
13447,endanger,-1.6094238025393852
13448,indictable,-1.0985981787733947
13449,1519,-0.6931330706652302
13450,subhumans,-1.0985981787733947
13451,19241953,-0.6931330706652302
13452,4060,-1.0985981787733947
13453,exagerated,-0.6931330706652302
13454,roy,-2.7725746123450663
13455,medvedev,-0.6931330706652302
13456,greaterperhaps,-0.6931330706652302
13457,remnick,-0.6931330706652302
13458,129,-1.0985981787733947
13459,toll,-2.3978811629036554
13460,authorative,-1.3862802512251755
13461,1020,-1.0985981787733947
13462,overestimate,-1.0985981787733947
13463,succession,-2.564935247566822
13464,19221953,-0.6931330706652302
13465,secretary,-2.1972104674415043
13466,malenkov,-0.6931330706652302
13467,technicality,-1.0985981787733947
13468,intricacy,-0.6931330706652302
13469,officeholder,-1.3862802512251755
13470,whomever,-1.9458960391605982
13471,predecessor,-2.079427431785121
13472,coopt,-1.3862802512251755
13473,bureaucracy,-1.3862802512251755
13474,bureaucrat,-1.8717880670068765
13475,subclass,-0.6931330706652302
13476,apparatchik,-0.6931330706652302
13477,moscow,-2.3025709830993306
13478,1941,-2.484892539893285
13479,evacuate,-1.3862802512251755
13480,adamant,-1.3862802512251755
13481,deportation,-2.3978811629036554
13482,nationality,-3.583504828561395
13483,bessarabia,-2.708036091207495
13484,bukovina,-0.6931330706652302
13485,europeanvoicecom,-0.6931330706652302
13486,quits,-0.6931330706652302
13487,hack,-1.7676478077542794
13488,lrh,-1.3862802512251755
13489,midday,-1.0985981787733947
13490,1018,-0.6931330706652302
13491,eugenics,-1.79174535933334
13492,consist,-2.6390432197205436
13493,comma,-2.3025709830993306
13494,immigratino,-0.6931330706652302
13495,antiunemployement,-0.6931330706652302
13496,unemployement,-0.6931330706652302
13497,1211,-1.0985981787733947
13498,195932134,-0.6931330706652302
13499,externally,-1.6094238025393852
13500,coherently,-0.6931330706652302
13501,kafkaesque,1.410989471507044e-05
13502,dissuade,-1.0985981787733947
13503,beside,-3.044508327828708
13504,duffer,-1.0985981787733947
13505,wikepedia,-2.1972104674415043
13506,jws,-3.5263464147214463
13507,theocratic,-0.6931330706652302
13508,crucible,-0.6931330706652302
13509,1807,-1.3862802512251755
13510,yikes,-1.0985981787733947
13511,rall,-0.6931330706652302
13512,woulda,-0.6931330706652302
13513,rove,-1.7917453593333397
13514,kbks,-0.6931330706652302
13515,kbk,-0.6931330706652302
13516,experimental,-2.484892539893285
13517,fusion,-2.4423329254744894
13518,protoscience,-1.0985981787733947
13519,2229,-0.6931330706652302
13520,credential,-2.564935247566822
13521,inferior,-2.3513611472687628
13522,0120,-0.6931330706652302
13523,necene,-0.6931330706652302
13524,crede,-0.6931330706652302
13525,0405,-0.6931330706652302
13526,jw,-2.7725746123450663
13527,guygirl,-0.6931330706652302
13528,0638,-0.6931330706652302
13529,33,-2.8903576480014497
13530,jehovah,-3.367281720091759
13531,0700,-1.6094238025393852
13532,deletioncritical,-0.6931330706652302
13533,witnesses2,-0.6931330706652302
13534,qazwini,-1.3862802512251755
13535,qazwani,-0.6931330706652302
13536,mirza,-0.6931330706652302
13537,wellregarded,-1.0985981787733947
13538,juvaynis,-0.6931330706652302
13539,genghis,-1.0985981787733947
13540,khan,-1.8717880670068765
13541,juvayni,-1.0985981787733947
13542,vanquished,-0.6931330706652302
13543,indisputable,-1.9458960391605982
13544,mongol,-1.3862802512251755
13545,contiguous,-0.6931330706652302
13546,vituperous,-0.6931330706652302
13547,zora,-2.833199234161501
13548,liike,-0.6931330706652302
13549,fredrik,-0.6931330706652302
13550,bawolff,-0.6931330706652302
13551,sneak,-2.564935247566822
13552,scifi,-1.6094238025393852
13553,ir,-1.79174535933334
13554,highschool,-2.3025709830993306
13555,sarcastically,-1.0985981787733947
13556,suprised,-2.484892539893285
13557,caller,-1.0985981787733947
13558,1947,-2.079427431785121
13559,lookie,1.0986263985628248
13560,jewies,0.6931612904546604
13561,2109,0.6931612904546604
13562,err,-1.6094238025393852
13563,loking,-0.6931330706652302
13564,tm,-1.504063286881559
13565,0145,-0.6931330706652302
13566,0236,-0.6931330706652302
13567,methuen,-1.0985981787733947
13568,muecke,-0.6931330706652302
13569,sarcasm,-1.8458125806036156
13570,sarcasts,-0.6931330706652302
13571,conveys,-1.79174535933334
13572,scarcely,-1.0985981787733947
13573,pretence,-0.6931330706652302
13574,orwellian,-0.4054509982134493
13575,unenforceable,-0.6931330706652302
13576,warning,-1.759169188898727
13577,imagek2bigjpg,-1.0985981787733947
13578,commonsimagek2bigjpg,-0.6931330706652302
13579,0730,-0.6931330706652302
13580,agent03,-1.0985981787733947
13581,bwfc,-0.6931330706652302
13582,vandelising,-0.6931330706652302
13583,inconvienience,-0.6931330706652302
13584,liber,-0.6931330706652302
13585,ccclxv,-0.6931330706652302
13586,invocation,0.4054792180028796
13587,goetia,-1.0985981787733947
13588,1904,-1.6094238025393852
13589,translaton,-0.6931330706652302
13590,cruft,-1.9458960391605982
13591,solomon,-1.0985981787733947
13592,ref,-2.4423329254744894
13593,1418,-0.6931330706652302
13594,unconciously,-0.6931330706652302
13595,printing,-2.079427431785121
13596,flabby,-1.0985981787733947
13597,hig,-0.6931330706652302
13598,1450,-0.6931330706652302
13599,garner,-1.3862802512251755
13600,illconsidered,-1.0985981787733947
13601,ryan,-1.749185744914544
13602,ryan524,-0.6931330706652302
13603,harvey,-2.3978811629036554
13604,incomprehensible,-1.6094238025393852
13605,selfevident,-1.6094238025393852
13606,uneditable,-1.3862802512251755
13607,unacceptable—its,-0.6931330706652302
13608,empower,-2.079427431785121
13609,interpersonal,-1.0985981787733947
13610,archivist,-1.0985981787733947
13611,wellington,-1.6094238025393852
13612,regimental,-0.6931330706652302
13613,utilise,-1.6094238025393852
13614,synopsize,-0.6931330706652302
13615,wotd,-0.6931330706652302
13616,arbcom,-1.8123646465360754
13617,raj2004,-0.6931330706652302
13618,ravans,-0.6931330706652302
